id,name,description,studycredit,location,contact_id,level,learningoutcomes,module_tags,interests_match_score,popularity_score,estimated_difficulty,available_spots,start_date
300,serious gaming optie,in een multidisciplinaire projectgroep heeft elke student zijn of haar eigen taak in het ontwikkelen van een applied game voor een échte klant daarnaast zal de student zich ook tot op een eigen aangegeven niveau moeten verdiepen in de werkzaamheden van de andere disciplines,15,['Den Bosch'],101,NLQF5,je ontwerpt én realiseert op basis van onderzoek en aangeleverde requirements een toegepast gameconcept dat past bij de doelgroep en de gestelde doelen hierbij worden alle stakeholders hun behoeften en prioriteit continu gemanaged en een protoype gebouwd in unity,unity applied game zorg,0.83,0.358,3,72,2025-11-07
301,serious gaming optie,student leert in een interdisciplinaire leeromgeving een duurzame zelfvoorzienende retro arcadeconsole te ontwerpen en realiseren die de gebruiker aanzet tot beweging,15,['Den Bosch'],101,NLQF5,je ontwerpt en realiseert in teamverband een arcadegame die de gebruiker op een aantrekkelijke wijze aanzet tot bewegen de input die de gebruiker levert is daarbij een essentieel onderdeel van de game zowel voor spelverloop als voor gedeeltelijke energievoorziening van het spel,serious gaming revalidatie sporten game design zelfvoorzienend,0.71,0.512,3,56,2025-09-10
302,cross media user experience,in de module cmux leer je hoe een persoon een bepaalde weg kan afleggen door de jungle van verschillende media niet alleen op technisch design vlak maar ook ervaring gevoel etc welke touchpoints kom je tegen welke opties heb je en welke invloed heeft dat op bijvoorbeeld een funnel denk bijvoorbeeld aan een festival in de stad wat doe je met tickets scanning crowd control maar ook het managen van de horeca of een leuke wandel app met offline checkpoint waar je medewandelaars kan ontmoeten er zijn automatiseringstechnieken nodig mobile app website pos visual designs posters uis maar vooral het onwerpen van de reisbeleving is het grootste leerdoel we voorzien één keuzemodule met gedeeld platform sitespecific gesitueerd leeromgeving waar mogelijk een deelnemer uit verschillende opdrachten kan kiezen die opdrachten kunnen elkaar aanvullen en versterken,15,['Den Bosch'],101,NLQF6,je onderzoekt een toekomstige context van user journey rekening houdend met de case context randvoorwaarden middels verschillende designstorytellingmethodieken zodanig dat er een weloverwogen ontwerp kan worden gemaakt je ontwerpt middels aangereikte strategieën een future user journey met meerdere online en offline touchpoints crossmediaal zodanig dat er fysieke en softwarematige prototypes gemaakt kunnen worden je realiseert op basis van de future user journey een crossmediaal prototype dat gebruikt maakt van verschillende media en sensortechnologie zodanig dat een eindgebruiker door middel van gebruikertesten feedback kan geven,crossmedia userjourney storytelling future iot,0.87,0.07,1,29,2025-11-06
303,operations research,in deze vrijekeuzemodule leren studenten logisch en kritisch kijken naar probleemstukken studenten gaan aan de slag met netwerk en schedulingproblemen deze problemen worden geanalyseerd om een goed doordacht model te creëren van de situatie door het gebruik van heuristieken en optimalisatietechnieken ontwikkelen studenten oplossingen voor deze problemen,15,['Den Bosch'],101,NLQF5,leeruitkomst logisch en kritisch denken ect de student ontleedt en verbindt logische structuren op een analytische wijze waarbij gebruik wordt gemaakt van de technieken beschikbaar in de eerste orde predicatenlogica hiermee toont de student aan op een logische en kritische manier problemen te kunnen analyseren leeruitkomst netwerken ect de student analyseert klassieke en praktijk specifieke netwerkproblemen door middel van heuristieken en optimalisatietechnieken construeert de student oplossingen die voldoen aan de gestelde randvoorwaarden van de netwerkproblemen de student modelleert een complex netwerk aan de hand van een aangereikt praktijkprobleem door gebruik van het netwerk construeert de student een oplossing voor dit probleem leeruitkomst scheduling ect de student analyseert klassieke en praktijk specifieke schedulingproblemen door middel van heuristieken construeert de student oplossingen die voldoen aan de gestelde randvoorwaarden van het schedulingprobleem hierbij maakt de student gebruikt van moderne technieken en software binnen het vakgebied operations research,operations research algoritmiek kritisch denken logica discrete wiskunde,0.82,0.728,4,29,2025-12-14
304,robotic ai interfaces optie,binnen de keuzemodule “robotic ai interfaces” gaan studenten in teams van aan de hand van design thinking methode een exploratief praktijkgericht onderzoek uitvoeren naar de vraag “wat is er nodig om robotic aiinterfaces succesvol in te zetten in de praktijk” om te waarborgen dat resultaten succesvol ingezet kunnen worden in de praktijk zal binnen deze keuzemodule gewerkt worden vanuit de gesitueerde ontwerpmethoden de gesitueerde ontwerpmethoden werkt vanuit de doelstelling geen aannamen te verwerken in ontwerp maar enkel vanuit onderbouwde onderzoekresultaten uit realistische praktijksituaties te werken als eindresultaat zullen studenten een proof of concept opleveren dat zij gevalideerd en getest hebben in de praktijk,15,"['Breda', 'Den Bosch']",101,NLQF6,je draagt vanuit eigen specialisme bij aan het maken van een proof of concept dat doormiddel van een robotic interface een bijdragen levert op een vraagstuk aangereikt van uit de praktijk de robotic interface maakt gebruik van natural interaction en bevat zo minmogelijk gebruik van teksten en schermen de robotic interface is getest in de praktijksituatie je exploreert doormiddel van makend onderzoek de context van een aangereikt vraagstuk uit de praktijk en weet resultaten om te zetten naar bevindingen die bijdragen aan het ontwikkelen van een proof of concept het makend onderzoek wordt uitgevoerd in de realistische gesitueerde context van het vraagstuk uit de praktijk dit doe je door in kaart te brengen waar wanneer hoe en voor wie of wat een robotic interfaces kan worden ingezet in de praktijk situatie je werkt in teamverband samen aan het ontwikkelen van een proof of concept voor een vraagstuk uit de praktijk binnen dit team zet je persoonlijke ontwikkeldoelen op en werkt gedurende de opdracht aan het behalen hiervan je weet jouw bijdragen aan het team en eigen leermomenten te duiden en onderbouwend aan de start van het project schrijf je een plan van aanpak met daarin onder andere samenwerkingsafspraken met de verdeling van de teamrollen je maakt daarbij ook een werkplanning tijdens het project werk je professioneel samen met medestudenten onder begeleiding van een projectdocent je geeft groepsgenoten feedback en reflecteert over de voortgang van het project je eigen bijdrage hieraan en je persoonlijke ontwikkeling je communiceert regelmatig op voorgeschreven wijze de groepsvoortgang aan de opdrachtgever je sluit het project af door het product over te dragen aan de opdrachtgever waarbij je rekening houdt met het publiek en zorgt voor een goede structuur in deze overdracht,artificial intelligence fysieke ruimte problem solving onderzoekend maken praktijksituaties,0.42,0.63,4,38,2025-12-18
305,robotic ai interfaces optie,tijdens deze keuzemodule gaan studenten aan de slag met nieuwe manier van landbouw dit is een duurzame en circulaire manier van voedselproductie zonder uitputting van resources om dit ook economisch aantrekkelijk te maken is automatisering noodzakelijk tijdens deze keuzemodule zullen de studenten multidisciplinair werken aan oplossingen voor dit automatisch oogsten en beheren met bijvoorbeeld spot de boston dynamics robot dog kan data uit het voedselbos worden verzameld met nieuw te ontwikkelen tooling deze data moet geïnterpreteerd worden en gebruikt worden voor bijvoorbeeld plukken of snoeien ook hiervoor moet weer specifieke tooling worden ontwikkeld de projecten bouwen voort op de resultaten van voorgaande jaren en sluit aan bij het project van het lectoraat hiermee kunnen de studenten dus ook optimaal gebruikmaken van de kennis kunde en eventuele faciliteiten van het lectoraat denk aan robotscamerasetc dit delen van kennis kunde en faciliteiten gaat natuurlijk twee kanten op,15,['Den Bosch'],101,NLQF6,onderzoek naar een onderdeel van het voedselproductieproces waar een probleem wordt ervaren bijvoorbeeld snelheid accuraatheid onderhoud dit de studentengroep vervolgt de ontwikkeling van de tooling die het automatiseren van de voedselproductie mogelijk maakt ze leveren een onderbouwd proof of principle van hun ontwerp tijdens deze module moeten studenten samenwerken in een multidiscilinair team verder moet er ook overleg zijn met stakeholder zoals werkveld en lectroraat hierbij is professioneel handelen van belang denk aan project management project beheer multidiciplinair werken het werk moet overgedragen worden naar de opdrachtgever en geschikt zijn om te vervolgen,voedselbos circulaire landbouw autonome robotisering vision en data innovatie,0.88,0.836,5,36,2025-09-18
306,toekomstgerichte productielijn,tijdens deze keuzemodule gaat een studentengroep aan de slag met een reallife productielijn uit het bedrijfsleven voor het optimaliseren van deze productielijn maken de studenten een analyse van de huidige productielijn uit deze analyse komen verbeterpunten die geoptimaliseerd kunnen worden op basis van de analyse worden verbeteringen doorgevoerd die ook daadwerkelijk ingevoerd worden verbeteringen liggen op gebied van de techniek mechanisch elektrisch besturingstechnisch om bijvoorbeeld onderhoud ombouwtijden of storingen te verminderen of op het gebied van de organisatie materiaalaanvoer bedieningsgemak fouttolerantie verandermanagement om de toegevoegde waarde te verbeteren een onderdeel van deze optimalisatie is oa door gebruik te maken van tpm total productive manufacturingmanagement,15,['Den Bosch'],101,NLQF6,voor deze leeruitkomst analyseert de studentengroep de productielijn zodanig dat zij data genereren of ophalen waarmee zijn input krijgen waarop optimalisaties kunnen worden gebaseerd denk aan data voor oee maar ook data afkomstig van onderhoudsteams tribologische gegevens van bijvoorbeeld lagers ed de data uit de productielijn analyse is het vertrekpunt voor deze leeruitkomst tijdens deze leeruitkomst gaan de studenten aan de slag met het optimaliseren van de productielijn dit kan zich op verschillende fronten uiten en op verschillende manieren dit kan bijvoorbeeld advies voor productieomgeving zijn of het ontwerpen van een betere gripper ook kan er in de besturing optimalisatie worden doorgevoerd dit is afhankelijk van de gegenereerde data van leeruitkomst door toepassing van de principes van de tpmaanpak leren studenten om in een machine gestuurde omgeving problemen te zien en oplossingen te bedenken of toe te passen om de uptime van een machine of productlijn te verbeteren de student kan op basis van de pijlers van tpm onderbouwd aantonen dat de productielijn profijt heeft van de optimalisatie,maintenance productielijn optimalisatie real life,0.65,0.834,1,40,2025-12-20
307,sustainability for society,samensmelting van eerdere individuele ideeen op het gebied van energie materiaaltransitie met product life cycle binnen de keuzemodule worden er groepen gevormd die een casus krijgen vanuit een opdrachtgever binnen de groep krijgt ider lid een eigen rol en wordt gezien als een expert op een bepaald gebied voorbeeld engineer die zich wil specialiseren in hernieuwbare energievormen of een ontwerper die zich wil specialiseren in circulair ontwerpen,15,['Den Bosch'],101,NLQF6,de student onderzoekt verschillende vormen van optimalisatie en kan deze systemisch toepassen in het ontwerp levert op een gedegen onderzoeksrapport waarbij een stappenplan voor de genoemde optimalisatie onderdeel is een onderdeel van dit onderzoeksrapport is het gebruik van alternatieve materialen en energie biodegradeble circulariteit crade to cradle duurzame opwekking indien e jaars uitgangsproduct bestaand product wat ze moeten optimaliseren naar massa stijfheid etc een onderdeel van de optimalisatie is het opleveren van een life cycle analysis en total cost of ownership levert op een dmodel en een prototype waarbij bovenstaande verwerkt is indien e jaars uitgangsproduct nieuw te ontwikkelen product waarbij direct moet worden geoptimaliseerd naar massa stijfheid etc een onderdeel van de optimalisatie is het opleveren van een life cycle analysis en total cost of ownership levert op een dmodel en een functioneel prototype waarbij bovenstaande verwerkt is,energie materiaaltransitie product life cycle,0.82,0.044,3,33,2025-12-09
308,verantwoord en duurzaam innoveren met nieuwe technologieen,het voorstel is om deze keuze module een “voortuin” te laten zijn van de nieuw te ontwikkelen master “responsible ai” in deze keuzemodule gaan studenten nieuwe technologieën en trends op gebied van dsai verkennen om er vervolgens één uit te kiezen die verder onderzocht wordt en uitgewerkt wordt ook leren we de studenten onderzoek te doen naar de potentiële toepasbaarheid waarbij rekening gehouden moet worden met bijv ethische aspecten randvoorwaarden haalbaarheid enz in de laatste week presenteren studenten de resultaten aan de betrokken bedrijven,15,['Den Bosch'],101,NLQF6,de student kan nieuwe technologieën trends en ontwikkelingen op gebied van dsai in kaart brengen en de kansen hiervan toelichten de student kan een nieuwe aitechnologie verder uitwerken in een mockupbusinessmodel de student kan de haalbaarheid van een nieuwe aitechnologie onderbouwen op verscheidene aspecten financieel technisch potentieel ethisch risico’s enz,ai innovatie verantwoord businessmodel,0.88,0.65,4,28,2025-12-20
309,factory of the future,in deze keuzemodule leer je digitale transformatie realiseren binnen bedrijven de ontwikkelingen rondom ‘smart industry’ of ‘industry ’ gaan ontzettend hard je leert van de beste bedrijven wat de nieuwste technologieën zijn en hoe je ze kunt inzetten om organisaties een stap voorwaarts te helpen,30,['Den Bosch'],101,NLQF6,je leert meer over de toepassing van nieuwe technologiën van experts die voorop lopen in de digitalisering in de maakindustrie daarnaast onderzoek je wat de visie en ambities zijn van een bedrijf en bepaalt samen wat de beste eerstvolgende stap is in hun digitale transformatie vervolgens werk je met de sprintmethodiek in fases naar een tastbare demo of proofofconcept zodat jij je opdrachtgever kunt overtuigen met een werkende oplossing,smart industry digitalisering in de maakindustrie,0.51,0.8,1,65,2025-11-25
310,machines in motion,tijdens deze keuzemodule ontwerp je samen met studenten uit verschillende disciplines een snelle nauwkeurige en automatische machine met een team ga je aan de slag met een opdracht uit het bedrijfsleven jullie doorlopen het hele ontwerpproces van opdrachtomschrijving tot werkend prototype,30,['Den Bosch'],101,NLQF6,je ontwerpt samen met studenten uit verschillende disciplines een geavanceerde machine die aan de eisen van de klant voldoet en opgeleverd kan worden,robotisering werkveld ontwerpproces prototype,0.37,0.644,4,20,2025-10-04
311,continu verbeteren,centraal in deze keuzemodule staan twee intensieve verbeterprojecten bij regionale bedrijven die ook concrete resultaten opleveren je verdiept je in verbetermethodes zoals lean manufacturing en six sigma en leert tijdens twee praktijkopdrachten in de maak en foodindustrie in brabant en noordlimburg hoe je deze methodes op een gestructureerde manier toepast je sluit de minor af met een internationaal erkend lean six sigma green beltcertificaat,30,['Den Bosch'],101,NLQF6,je verdiept je in de toepassing van verbetermethodes en past deze toe bij een verbeteropdracht voor een regionaal bedrijf je bent in staat middels verschillende meetmethodes processen en verliezen in kaart te brengen en leert meer op het gebied van group dynamics je leert op verschillende manieren verbeteringen bedenken en leert hoe je processen kwalitatief en kwantitatief kunt borgen ook krijg je de mogenlijkheid je lean six sigma belt te halen,verbeteropdracht greenbelt bedrijfsleven six sigma,0.45,0.09,4,70,2025-12-20
312,systems programming in c,in een projectgroep bouw je met behulp van c een game engine die je valideert middels een applicatie je onderbouwt de keuze voor jullie eigen projectaanpak en werkt volgens de solid principes individueel werk je aan vaardigheden die nodig zijn bij het programmeren van systemen je bouwt software die bedoeld is voor andere software,30,['Den Bosch'],101,NLQF6,je bouwt zelfstandig met behulp van c een systeem dat bestaat uit meerdere softwarecomponenten die samenwerken,projectaanpak programmeren software c solid,0.58,0.364,3,64,2025-09-08
313,emerging technologies playground,je werkt in teamverband aan reallife opdrachten van ecthe opdrachtgevers je maakt hierbij gebruik van technologieën zoals iot smart city gaming robotica vr en ar multidisciplinair samenwerken en persoonlijke ontwikkeling staan centraal waarbij je je expertise combineert voor het oplossen van problemen van de opdrachtgevers naast het groepswerk werk je van de tijd aan een persoonlijk te kiezen leerdoelen op een technisch of design onderwerp van een andere opleiding docenten teamexpertise en workshops ondersteunen kennisontwikkeling,30,['Den Bosch'],101,NLQF6,je ontwerpt en realiseert in teamverband een passende technische oplossing voor een maatschappelijk vraagstuk dat waarde creëert voor de belanghebbenden je richt daarnaast individueel op een onderwerp dat geen onderdeel uitmaakt van het curriculum van jouw opleiding als individueel leerdoel,multidisciplinair samenwerken persoonlijke ontwikkeling techniek design,0.83,0.058,2,32,2025-10-10
314,meaningful data design,je leert in teamverband data te analyseren en inzichtelijk te maken door trends en patronen te identificeren je ontwikkelt vaardigheden om deze informatie op een inspirerende en begrijpelijke manier te presenteren over te brengen en maakt complexe gegevens toegankelijk zodat gebruikers zelf verhalen kunnen ontdekken,30,['Den Bosch'],101,NLQF6,je voert dataanalyses uit en maakt visualisaties om daarmee nieuwe inzichten te geven aan een bedrijf met deze data bouw je voorspelmodellen en daarmee optimaliseer je bijvoorbeeld de instellingen van machines of het productieproces verbeter je de kwaliteit of kom je tot een voorspelbare planning voor de logistiek en het onderhoud van machines de context is afhankelijk van de domeinkeuze,presentatievormen ontdekken inzichtelijk maken data,0.86,0.66,5,23,2025-12-22
315,european project semester,following company project presentations the first group task entails selecting projects and forming teams this phase facilitates familiarization with the company project initiation including requirement gathering planning and team building projects primarily emphasize general engineering skills covering production quality design rd environmental aspects and customer support with less emphasis on specialized skills like mechanics electronics or coding,30,['Den Bosch'],101,NLQF6,you will have gained the ability to work in diverse interdisciplinary teams on reallife projects within an international context you will have developed a comprehensive skill set encompassing general engineering competencies project management accountability for project progress and effective presentation skills while also improving their proficiency in the english language,european reallife project,0.3,0.546,5,20,2025-12-17
316,business innovation,in deze keuzemodule verdiep je je in de organisatorische kanten van innovatie in de praktijk begint een innovatieproces vaak zonder duidelijk afgebakend probleem of vraagstuk dit probleem of vraagstuk moet je eerst zelf onderzoeken en scherp krijgen het vraagt om anders denken creativiteit en weten hoe je inzichten van verschillende partijen kunt combineren,30,['Den Bosch'],101,NLQF6,samen met een andere student zal je de opgedane kennis uit de workshops toepassen in een innovatieproject in een technische omgeving hierbij ga je aan de slag om een vernieuwing in gang te zetten en te begeleiden het leerproces staat hierbij centraal,innovatie creativiteit,0.63,0.818,3,68,2025-11-22
317,datagedreven besluitvorming met ai,in deze module leren studenten de basis van dataverwerking en visualisatie ze maken met elkaars discipline kennis door de data die ze samen interpreteren op basis van een voor hun vakgebied relevante dataset ontdekken studenten wat ze van deze data kunnen leren,15,['Breda'],101,NLQF6,de student interpreteert eenvoudige dataanalyses ze gebruikt python met numpy en pandas om een dataanalyse te maken en weten hoe ze de data duidelijk kunnen representeren ze stelt aanbevelingen op voor realistische vraagstukken en data uit de praktijk,data science ai python onderzoek,0.57,0.302,4,59,2025-10-12
318,ai driven robotics,intro nu al hoort men overal dat robots en ai “onze banen” gaan overnemen chatgpt midjourney en een lijst andere ai tools bieden mogelijkheden voor het snel en aantrekkelijk genereren van content robots kunnen veel algoritmische taken van fabriekswerkers overnemen maar kunnen robots ook functioneren in een minder vastomlijnde omgeving in samenwerking met mensen cobots inhoud in deze module gaan de studenten een robot bouwen uit een kit of op basis van een platform en die machine learning enof andere ai toepassingen toepassen om de robot te trainen om moeilijke taken te vervullen op te leveren producten een robot de gedocumenteerde avonturen van de robot het “brein” van de robot en een reflectie op hoe hier zakelijke of commerciële toepassingen voor te bedenken zouden zijn,15,['Breda'],101,NLQF6,,smart industry smart health,0.44,0.938,1,51,2025-10-11
319,green belt,studenten leren theorie en praktijk van een procesverbetering op green belt niveau als mogelijk volgens erkende richtlijnen er wordt een aantoonbare besparing opgeleverd aan deze module hangt een green belt certificering,15,['Tilburg'],101,NLQF5,,smart industry smart health,0.38,0.76,4,53,2025-12-10
320,smart health,intro er ligt een gat tussen techneuten en zorgprofessionals techneuten missen domeinkennis van de zorg en zorgprofessionals hebben geen goed beeld van de onmogelijkheden van technologie deze module brengt de twee samen om zorgvraagstukken aan te pakken inhoud op basis van een interdisciplinair project gaan studenten van atix en agz samen aan de slag om de zorg te verbeteren in het project wordt de kennis uit de opleiding gebruikt om een challenge aan te pakken het doel is techneuten te introduceren in de belevingswereld van zorgprofessionals en andersom naast het gezamenlijk aanpakken van de challenge zou dat bijvoorbeeld ook in samenwerking met amphia in het ziekenhuis kunnen plaatsvinden technische diepgang wordt geborgd,15,['Breda'],101,NLQF5,,smart health,0.52,0.96,3,47,2025-09-06
321,virtual en augmented reality,in deze module leren studenten een doeltreffende vrar applicatie te maken waarbij uxdesign d rendering interactiondesign game design en asset creatie aan bod komen,15,['Breda'],101,NLQF5,de student ontwerpt en realiseert een toepassing voor vrar voor een realistisch vraagstuk waarbij de toepassing een serious game digital twin of procesoptimalisatie is,virtual reality augmented reality digital twin serious game user experience,0.91,0.304,5,50,2025-10-22
322,cybersecurity,studenten leren aan de hand van pakkende voorbeelden waarbij ze zelf op de stoel van hackers zitten over wat de gevaren van het internet zijn en hoe ze zich daartegen kunnen wapenen leer over de ethiek en wetgeving erachter social engineering en de technische aspecten van het hacken,15,['Breda'],101,NLQF5,de student adviseert gebruikers over cyberveiligheid op het gebied van ethiek en wetgeving social engineering en de technische maatregelen tegen hacken,hacking digital veiligheid infrastructuur,0.51,0.202,4,27,2025-09-26
323,advanced computer vision,intro computer vision maakt het mogelijk voor computers om te zien en te begrijpen wat er in de wereld om hen heen gebeurt het wordt gebruikt in een breed scala aan toepassingen waaronder gezichtsherkenning objectdetectie en zelfrijdende autos het is een snelgroeiend vakgebied met de potentie om de manier waarop we met de wereld om ons heen omgaan te revolutioneren inhoud deze module introduceert de klassieke beeldverwerking ec de ai gebaseerde beeldverwerking ec en een op ai gebaseerde praktijktoepassing ec,15,['Breda'],101,NLQF6,,smart industry,0.64,0.726,5,58,2025-11-03
324,engineering for nonengineers,wat betekent het om fysieke producten te realiseren een module om nietengineers kennis te laten maken met ontwerptechnieken productiemethoden en processen uiteindelijk is het de bedoeling om zelf wat te creeren steeds vaker wordt technologie ingezet voor het oplossen van maatschappelijke problemen de studenten die deelnemen aan de keuzemodule moeten zelf een oplossing bedenken voor een bestaand maatschappelijk probleem vervolgens gaan zij dit ontwerpen en realiseren dit kan een digitaal of fysiek product zijn de beoordeling kan gebaseerd zijn op het opgeleverde product of op bijvoorbeeld een dossier die de studenten maken op basis van hun ontwikkelingen en bevindingen zo leren de studenten ook om zelf van a tot z een product te bedenken én te realiseren dit onderwerp past bij meerdere avans zwaartepunten en combineert productoplossingen met problemen binnen de maatschappij de lessen kunnen ingericht worden op basis van behoeftes maar ook om te helpen met het bedenken van concepten tot helpen met het realiseren van producten,15,['Breda'],101,NLQF5,,smart industry smart health smart energy,0.76,0.662,1,45,2025-12-07
325,makerspace,in deze module bedenken studenten een oplossing voor een maatschappelijk probleem vervolgens gaan zij dit ontwerpen en realiseren dat doen ze onder begeleiding van verschillende docenten en instructeurs die ze de engineeringvaardigheden aanleren die ze nodig hebben om tot het resultaat te komen dit doen ze in een inspirerende omgeving waar ze alle materialen voorhanden hebben,15,['Breda'],101,NLQF6,de student vindt een oplossing voor een groot maatschappelijk probleem uit daarvoor doet zij engineeringsvaardigheden op die ze deels zelfstandig ontwikkelt het product wordt met design thinking ontworpen de student pitched het product voor een investeerder,makerspace uitvinden engineering design thinking storytelling,0.54,0.594,5,77,2025-10-29
326,operationeel procesadvies tbk,studenten leren om problemen in operationele primaire bedrijfsprocessen te analyseren hierbij worden diverse kwalitatieve en kwantitatieve modellen ingezet,15,['Tilburg'],101,NLQF5,de student analyseert een probleem en communiceert naar de afdelingsleider van een organisatie middels een onderbouwde rapportage over de oorzaken van een probleem van operationele primaire processen waarbij gebruik gemaakt wordt van geschikte kwantitatieve modellen,,0.93,0.448,5,53,2025-10-26
327,analyseren van software en infrastructuur bim,in deze module leer je de software en infrastructuur inrichting van een organisatie kennen adviseer je een organisatie bij de aanschaf van een nieuw software pakket alsmede de impact die dit heeft op de bestaande organisatie processen infrastructuur en andere software,15,['Breda'],101,NLQF5,de student en de projectgroep adviseren een managementteam van verschillende organisaties middels analyse van het it landschap en informatievoorziening waar duurzame verbeteringen mogelijk zijn waarbij gebruik wordt gemaakt van relevante standaarden methoden prototypes en modellen,,0.93,0.912,2,73,2025-10-29
328,asset characteristics iem,nog niet bekend,15,['Breda'],101,NLQF5,,,0.46,0.702,2,73,2025-12-18
329,aerospace engineering maintenance,today the aerospace industry in the world is growing very rapidly and considered one of the major driving forces behind technology development in most industrial countries it is also a cooperation of public and private industries with an international character and english as communication medium the netherlands and the european union has a great need for technically trained people in the aviation industry and the aim of the minor aerospace engineering maintenance is to expose students to this industry and its main engineering elements the minor is conducted in english and open for international students and the erasmus exchange program the minor is developed and deployed within the academy of engineering and ict aei in breda in close collaboration with the industry and research institutes,30,['Breda'],101,NLQF6,after the program you will have gained insight into the world of aerospace through both company visits and introductions to subjects like aerodynamics and flight mechanics maintenance management aviation legislation certification as well as human factors safety attitude and behavior,,0.62,0.12,2,22,2025-11-09
330,urban innovation,are you interested in experiencing what it would be like to advise clients in the field of innovation and urban renewal then choose the urban innovation minor as an urban innovation consultant you will be solving issues in a multidisciplinary team with the goal of making cities inclusive smart resilient and sustainable,30,['Breda'],101,NLQF6,after successfully completing this programme you will be able to • apply multidisciplinary expertise both independently and as a team • apply research methods • analyse specific problems in the professional practice • manage a consulting process • direct the development of your skills knowledge and attitude,,0.5,0.324,5,78,2025-12-10
331,innovatiemanagement,het centrale thema van deze minor heeft betrekking op technologie en innovatie van nieuwe productendiensten en processen binnen bestaande en nieuwe organisatie en de mogelijkheden van innovatie om verbeteringen in de bedrijfsvoering van organisaties door te voeren innovatie of vernieuwing is het invoeren van nieuwe ideeën goederen diensten en processen innovatie kan plaatsvinden binnen organisaties maar ook binnen bredere verbanden het proces van innovatie draait om dingen op een nieuwe en zo mogelijk ook betere manier aan te pakken,30,['Tilburg'],101,NLQF6,een student die de minor innovatie management heeft afgerond moet in een groeiend innoverend en product ontwikkelend of dienstverlenende internationale organisatie op verschillende aspecten bij kunnen dragen aan het innovatieproces,,0.49,0.39,3,69,2025-10-03
332,software engineering kwaliteit en testen,kies je voor deze minor dan heeft de theorie en praktijk van het bouwen en testen van grootschalige software systemen geen geheimen meer voor jou je leert welke kwaliteitsaspecten van belang zijn bij het ontwikkelen en beheren van software tevens ga je aan de slag met veel verschillende test methodieken en test tools de focus van de minor ligt op kwaliteit binnen de gehele software development life cycle sdlc de minor leert je grip te krijgen op zaken als beheersbaarheid kwaliteit en testen bij het ontwikkelen van complexe informatiesystemen,30,['Breda'],101,NLQF6,,,0.32,0.144,5,31,2025-10-23
333,smart industry internet of things,big data smart robotics artificial intelligence machine learning……onderwerpen die steeds vaker in het nieuws komen het kan je moeilijk zijn ontgaan we bevinden ons midden in de vierde industriële revolutie technologische ontwikkelingen leiden tot steeds snellere en meer ingrijpende veranderingen organisaties staan te springen om professionals die kunnen opereren op de grenzen van engineering ict en bedrijfskunde de academie atix academie voor technologie en innovatie verzorgt opleidingen op alle drie de kennisgebieden engineering ict en bedrijfskunde waardoor het mogelijk is om de juiste kennis aan te bieden aan het bedrijfsleven als student ontwikkel je vaardigheden op meerdere vakgebieden die je kunt inzetten voor smart industry en internet of things oplossingen,30,['Breda'],101,NLQF6,de volgende leerdoelen staan centraal tijdens deze minor • de student herontwerpt bedrijfsprocessen enof ondersteunende middelen door maximaal gebruik te maken van de nieuwste informatie en technologische ontwikkelingen zodanig dat deze bedrijven efficiënter flexibeler kwalitatief beter en tailormade kunnen produceren • de student werkt samen in een multidisciplinair team zodanig dat ze gezamenlijk tot een integrale oplossing komen • de student ontwikkelt kennis en vaardigheden op het gebied van smart industry middels het stellen van de juiste leervragen zodanig dat hijzij zijn ontwikkeldoelstellingen bereikt,big data smart robotics artificial intelligence machine learning iot smart industry industry,0.7,0.398,3,20,2025-09-22
334,artifical intelligence,we gaan met drie gebieden van ml aan de gang namelijk supervised learning leren op basis van gelabelde trainingsdata bijvoorbeeld het herkennen van fruitsoorten op plaatjes unsupervised learning vinden van verborgen structuren in data bijvoorbeeld het recommender system van youtube en reinforcement learning leren door te interacteren met de omgeving bijvoorbeeld een zelfrijdende auto daarnaast besteden we aandacht aan generative ai het genereren van nieuwe data bijvoorbeeld httpsthispersondoesnotexistcom,30,['Breda'],101,NLQF6,,,0.63,0.268,3,73,2025-09-21
335,robotisering,de robots komen eraan de minor robotisering heeft als doel om studenten kennis en ervaring te laten opdoen met de ontwikkeling van robots en robotsystemen die een bijdrage leveren aan onze samenleving en onze industrie,30,['Breda'],101,NLQF6,,,0.33,0.318,2,63,2025-11-09
336,appdevelopment,in deze stammodule leren studenten een veilige app te maken met net maui,15,['Breda'],101,NLQF5,ontwikkel een grafische app met een beveiligde backend voor een maatschappelijk relevant vraagstuk volgens de software development life cycle voer je project planmatig uit met behulp van de scrummethode en communiceer professioneel tijdens bijeenkomsten en in contact met de opdrachtgever onderbouw mondeling je visie en feedback met sterke argumenten analyseer de probleemcontext met speciale aandacht voor de maatschappelijke relevantie van de opdracht dit doe je door middel van een gedegen stakeholderanalyse achterhaal de requirements door backlog te bestuderen en een of meerdere stakeholders te interviewen maak ook een risicoanalyse voor je ontwerp pas in je ontwerp een beveiligde clientserverarchitectuur toe met behulp van een restful web api en pas daarbij ontwerpprincipes toe voor d ux en gaming realiseer zowel het client als het serversubsysteem en houd rekening met beveiliging van de onderlinge communicatie test de app met behulp van unit testen acceptatietesten en de vastgestelde acceptatiecriteria van de stakeholders deploy en beheer je applicatiesysteem met behulp van cicd tools,maui net cybersecurity,0.48,0.646,4,24,2025-11-09
