id,name,description,studycredit,location,contact_id,level,learningoutcomes,module_tags,interests_match_score,popularity_score,estimated_difficulty,available_spots,start_date
296,Onzichtbare waarden zichtbaar maken (Marleen Jansen Groesbeek),"Tegenwoordig willen organisaties steeds vaker laten zien wat hun impact is op de maatschappij (natuur, mens en omgeving). Met deze vrije module krijgen studenten inzicht in de verschillende manieren waarop organisaties die waarden kunnen bepalen en kunnen laten zien aan de buitenwereld. Ze kunnen dit doen vanuit hun intrinsieke motivatie, maar worden nu ook gedwongen hun meervoudige waardecreatie te laten zien door nieuwe wetgeving.",15,"['Breda', 'Den Bosch']",112,NLQF5,"studenten leggen het concept van meervoudige waardecreatie uit en koppelen dit concept aan organisaties. 
studenten verbinden financiële en niet financiële informatie met elkaar, waardoor het maatschappelijk verdienvermogen en toekomstbestendigheid van de nederlandse economie  zichtbaar wordt. 
studenten onderkennen de maatschappelijke kansen en risico's voor een organisatie en geven hierover advies.",meervoudige waardecreatie duurzaam ondernemen rapporteren boekhouden esg,0.35,0.51,1,22,2025-09-17
297,"Rapporteren over (niet) financiële informatie. ""Duurzame en transparante onderneming""","Studenten gaan aan de slag om voor een organisatie een KPI dashboard te ontwikkelen over (niet) financiële informatie, welke in lijn ligt met CSRD",15,['Breda'],113,NLQF5,"lu1: de student heeft kennis van duurzaamheidsverslaggeving en kan dit tot uiting brengen middels een poster presentatie (of ander soort product). 
lu2: de student analyseert het duurzaamheidsverslag van een grote organisatie en beoordeelt in hoeverre dit voldoet aan de wet- en regelgeving vanuit csrd.
lu3: de student stelt een kpi dashboard op voor een mkb-organisatie (opdrachtgevers vanuit het werkveld) op basis van de materialiteitsanalyse zodanig dat de onderneming hiervoor achteraf verantwoording kan afleggen door middel van het bestuursverslag",duurzaamheid rapportering csrd accounting advisering,0.49,0.37,4,72,2025-09-13
298,"Levensveranderende gebeurtenissen vanuit financieel, fiscaal en juridisch oogpunt","Als jongvolwassene sta je voor een aantal levensveranderende gebeurtenissen die financiële, fiscale en juridische gevolgen hebben. Denk aan het aankopen van een eigen woning, samenwonen, trouwen, het krijgen van kinderen, het opbouwen van pensioen. In deze module bereiden wij studenten hier op voor, zodat zij weloverwogen keuzes kunnen maken.",15,['Breda'],114,NLQF5,"1. je bent je bewust van de fiscale, financiële en juridische gevolgen van levensveranderende gebeurtenissen en je weet op basis van welke overwegingen je een weloverwogen keuze kunt maken. 2. je bent in staat om een persoonlijke financiële, fiscale en juridische planning te maken.",financieel fiscaal juridisch levensveranderende gebeurtenissen,0.4,0.096,1,42,2025-11-23
299,Robot Challenge,Tijdens deze keuzemodule gaat een studentgroep aan de slag met het ontwerpen en bouwen van een Robot (voorbeeld mijnenveger oid). De robot en tooling moet zo veel mogelijk geproduceerd worden uit 3D-geprinte onderdelen. Tijdens deze keuzemodule gaat een studentgroep aan de slag met het ontwerpen en bouwen van een Robot (voorbeeld mijnenveger oid). De robot en tooling moet zo veel mogelijk geproduceerd worden uit 3D-geprinte onderdelen.,15,['Den Bosch'],101,NLQF5,"voorbeeld project, waarbij een mijnenveger gemaakt moet worden:

1.	detailontwerp (6ec)
de student maakt een ontwerp van een robot die de mijn localiseert en oppakt zonder dat deze afgaat. vanwege de korte looptijd van de keuzemodule wordt er gebruik gemaakt van een snel ontwerpproces. hier wordt de student in begeleid. 
2.	prototype (6 ec)
het ontwerp wordt gerealiseerd tot prototype. voor de haalbaarheid wordt er gebruik gemaakt van een schaalmodel. meerdere materialen. voor het 3d printen in verschillende materialen is aanvullende kennis over 3d printen vereist.
het resulaat wordt uiteindelijk tijdens de wedstrijddag getest.
3.	energiemanagement (3 ec)
de robot moet autonoom de mijn localiseren. hiervoor moet het over ruw terrein kunnen rijden. op de juiste plek stoppen en de mijn voorzichtig oppakken en transporteren naar een locatie waar deze veilig onschadelijk gemaakt kan worden. dit alles moet gebeuren met beperkte energievoorraad. accutechniek.",besturing mechatronica rapid prototyping,0.9,0.972,5,56,2025-09-25
300,Serious Gaming - optie 1*,In een multidisciplinaire projectgroep heeft elke student zijn of haar eigen taak in het ontwikkelen van een applied game [1] voor een échte klant. Daarnaast zal de student zich ook tot op een eigen aangegeven niveau moeten verdiepen in de werkzaamheden van de andere disciplines.,15,['Den Bosch'],101,NLQF5,"je ontwerpt én realiseert op basis van onderzoek en aangeleverde requirements een toegepast game-concept dat past bij de doelgroep en de gestelde doelen. hierbij worden alle stakeholders, hun behoeften en prioriteit continu gemanaged en een protoype gebouwd in unity",unity applied game zorg,0.83,0.358,3,72,2025-11-07
301,Serious Gaming - optie 2*,"Student leert in een interdisciplinaire leeromgeving een duurzame zelfvoorzienende retro arcadeconsole te ontwerpen en realiseren, die de gebruiker aanzet tot beweging.",15,['Den Bosch'],101,NLQF5,"je ontwerpt en realiseert in teamverband een arcadegame die de gebruiker op een aantrekkelijke wijze aanzet tot bewegen. de input die de gebruiker levert is daarbij een essentieel onderdeel van de game, zowel voor spelverloop als voor (gedeeltelijke) energievoorziening van het spel.",serious gaming revalidatie sporten game design zelfvoorzienend,0.71,0.512,3,56,2025-09-10
302,Cross Media & User Experience,"In de module CMUX leer je hoe een persoon een bepaalde weg kan afleggen door de jungle van verschillende media. Niet alleen op Technisch / Design vlak maar ook ervaring, gevoel etc. Welke 'touchpoints' kom je tegen, welke opties heb je en welke invloed heeft dat op, bijvoorbeeld, een funnel. Denk bijvoorbeeld aan een festival in de stad. Wat doe je met tickets scanning, crowd control maar ook het managen van de horeca. Of een leuke wandel app met offline checkpoint waar je mede-wandelaars kan ontmoeten. 

Er zijn automatiseringstechnieken nodig (mobile app, website, POS), Visual designs (Posters, UI's) maar vooral het onwerpen van """"de reisbeleving"""" is het grootste leerdoel.""

we voorzien één keuzemodule met gedeeld platform (site-specific, gesitueerd, leeromgeving) waar mogelijk een deelnemer uit verschillende opdrachten kan kiezen. Die opdrachten kunnen elkaar aanvullen en versterken",15,['Den Bosch'],101,NLQF6,"- je onderzoekt een toekomstige context van user journey rekening houdend met de case context / randvoorwaarden middels verschillende design/storytellingmethodieken zodanig dat er een weloverwogen ontwerp kan worden gemaakt. 
- je ontwerpt middels aangereikte strategieën een ""future"" user journey met meerdere online en offline touchpoints (crossmediaal) zodanig dat er fysieke en softwarematige prototypes gemaakt kunnen worden
-je realiseert op basis van de ""future"" user journey een crossmediaal prototype dat gebruikt maakt van verschillende media en sensortechnologie zodanig dat een (eind)gebruiker door middel van gebruikertesten feedback kan geven",crossmedia userjourney storytelling future iot,0.87,0.07,1,29,2025-11-06
303,Operations Research,In deze vrijekeuzemodule leren studenten logisch en kritisch kijken naar probleemstukken. Studenten gaan aan de slag met netwerk- en schedulingproblemen. Deze problemen worden geanalyseerd om een goed doordacht model te creëren van de situatie. Door het gebruik van heuristieken en optimalisatietechnieken ontwikkelen studenten oplossingen voor deze problemen.,15,['Den Bosch'],101,NLQF5,"leeruitkomst 1: logisch en kritisch denken (ect 2)

de student ontleedt en verbindt logische structuren op een analytische wijze, waarbij gebruik wordt gemaakt van de technieken beschikbaar in de eerste orde predicatenlogica. hiermee toont de student aan op een logische en kritische manier problemen te kunnen analyseren.


leeruitkomst 2: netwerken (ect 8)

de student analyseert klassieke en praktijk specifieke netwerkproblemen. door middel van heuristieken en optimalisatietechnieken construeert de student oplossingen die voldoen aan de gestelde randvoorwaarden van de netwerkproblemen.

de student modelleert een complex netwerk aan de hand van een aangereikt praktijkprobleem. door gebruik van het netwerk construeert de student een oplossing voor dit probleem.


leeruitkomst 3: scheduling (ect 5)

de student analyseert klassieke en praktijk specifieke schedulingproblemen. door middel van heuristieken construeert de student oplossingen die voldoen aan de gestelde randvoorwaarden van het schedulingprobleem. hierbij maakt de student gebruikt van moderne technieken en software binnen het vakgebied operations research.",operations research algoritmiek kritisch denken logica discrete wiskunde,0.82,0.728,4,29,2025-12-14
304,Robotic AI Interfaces - optie 1*,"Binnen de keuzemodule “Robotic AI interfaces” gaan studenten in teams van 5, aan de hand van Design thinking methode een exploratief praktijkgericht onderzoek uitvoeren naar de vraag “Wat is er nodig om robotic AI-interfaces succesvol in te zetten in de praktijk?”. Om te waarborgen dat resultaten succesvol ingezet kunnen worden in de praktijk, zal binnen deze keuzemodule gewerkt worden vanuit de gesitueerde ontwerpmethoden. De gesitueerde ontwerpmethoden werkt vanuit de doelstelling geen aannamen te verwerken in ontwerp, maar enkel vanuit onderbouwde onderzoekresultaten uit realistische praktijksituaties te werken. Als eindresultaat zullen studenten een proof of concept opleveren dat zij gevalideerd en getest hebben in de praktijk.",15,"['Breda', 'Den Bosch']",101,NLQF6,"- je draagt vanuit eigen specialisme bij aan het maken van een proof of concept dat doormiddel van een robotic interface een bijdragen levert op een vraagstuk aangereikt van uit de praktijk. de robotic interface maakt gebruik van natural interaction en bevat zo minmogelijk gebruik van teksten en schermen. de robotic interface is getest in de praktijksituatie.
- je exploreert doormiddel van makend onderzoek de context van een aangereikt vraagstuk uit de praktijk en weet resultaten om te zetten naar bevindingen die bijdragen aan het ontwikkelen van een proof of concept.
                                                                                                                                                                                                                                                                het makend onderzoek wordt uitgevoerd in de realistische gesitueerde context van het vraagstuk uit de praktijk. dit doe je door in kaart te brengen waar, wanneer, hoe en voor wie of wat een robotic interfaces kan worden ingezet in de praktijk situatie.
- je werkt in teamverband samen aan het ontwikkelen van een proof of concept voor een vraagstuk uit de praktijk. binnen dit team zet je persoonlijke ontwikkeldoelen op en werkt gedurende de opdracht aan het behalen hiervan.
                                                                                                                                                                                                                                                                je weet jouw bijdragen aan het team en eigen leermomenten te duiden en onderbouwend. aan de start van het project schrijf je een plan van aanpak met daarin onder andere samenwerkingsafspraken met de verdeling van de teamrollen. je maakt daarbij ook een werkplanning. tijdens het project werk je professioneel samen met medestudenten onder begeleiding van een projectdocent. je geeft groepsgenoten feedback en reflecteert over de voortgang van het project, je eigen bijdrage hieraan en je persoonlijke ontwikkeling. je communiceert regelmatig op voorgeschreven wijze de groepsvoortgang aan de opdrachtgever. je sluit het project af door het product over te dragen aan de opdrachtgever waarbij je rekening houdt met het publiek en zorgt voor een goede structuur in deze overdracht.",artificial intelligence fysieke ruimte problem solving onderzoekend maken praktijksituaties,0.42,0.63,4,38,2025-12-18
305,Robotic AI Interfaces - optie 2*,"Tijdens deze keuzemodule gaan studenten aan de slag met nieuwe manier van landbouw. Dit is een duurzame en circulaire manier van voedselproductie zonder uitputting van resources. Om dit ook economisch aantrekkelijk te maken is automatisering noodzakelijk. Tijdens deze keuzemodule zullen de studenten multidisciplinair werken aan oplossingen voor dit automatisch oogsten en beheren. Met bijvoorbeeld Spot, de boston Dynamics Robot Dog kan data uit het voedselbos worden verzameld met nieuw te ontwikkelen tooling. Deze data moet geïnterpreteerd worden en gebruikt worden voor bijvoorbeeld plukken of snoeien. Ook hiervoor moet weer specifieke tooling worden ontwikkeld.
De projecten bouwen voort op de resultaten van voorgaande jaren en sluit aan bij het project van het lectoraat. Hiermee kunnen de studenten dus ook optimaal gebruikmaken van de kennis, kunde en eventuele faciliteiten van het lectoraat (denk aan robots/camera's/etc). Dit delen van kennis, kunde en faciliteiten gaat natuurlijk twee kanten op.",15,['Den Bosch'],101,NLQF6,"- onderzoek naar een onderdeel van het voedselproductieproces waar een probleem wordt ervaren. bijvoorbeeld snelheid. accuraatheid. onderhoud. dit
- de studentengroep vervolgt de ontwikkeling van de tooling die het automatiseren van de voedselproductie mogelijk maakt. ze leveren een onderbouwd proof of principle van hun ontwerp
- tijdens deze module moeten studenten samenwerken in een multidiscilinair team. verder moet er ook overleg zijn met stakeholder zoals werkveld en lectroraat. hierbij is professioneel handelen van belang. denk aan: project management. project beheer. multidiciplinair werken.
                                                                                                                                                                                                                                                                het werk moet overgedragen worden naar de opdrachtgever en geschikt zijn om te vervolgen.",voedselbos circulaire landbouw autonome robotisering vision en data innovatie,0.88,0.836,5,36,2025-09-18
306,Toekomstgerichte productielijn,"Tijdens deze keuzemodule gaat een studentengroep aan de slag met een real-life productielijn uit het bedrijfsleven. Voor het optimaliseren van deze productielijn maken de studenten een analyse van de huidige productielijn. Uit deze analyse komen verbeterpunten die geoptimaliseerd kunnen worden.

Op basis van de analyse worden verbeteringen doorgevoerd, die ook daadwerkelijk ingevoerd worden. Verbeteringen liggen op gebied van de techniek (mechanisch, elektrisch, besturingstechnisch) om bijvoorbeeld onderhoud, ombouwtijden of storingen te verminderen of op het gebied van de organisatie (materiaalaanvoer, bedieningsgemak, fouttolerantie, verandermanagement) om de toegevoegde waarde te verbeteren.

Een onderdeel van deze optimalisatie is o.a. door gebruik te maken van TPM. (Total Productive Manufacturing/Management)",15,['Den Bosch'],101,NLQF6,"-voor deze leeruitkomst analyseert de studentengroep de productielijn zodanig dat zij data genereren of ophalen waarmee zijn input krijgen waarop optimalisaties kunnen worden gebaseerd. denk aan data voor oee, maar ook data afkomstig van onderhoudsteams (tribologische gegevens van bijvoorbeeld lagers e.d.). 
- de data uit de productielijn analyse is het vertrekpunt voor deze leeruitkomst. tijdens deze leeruitkomst gaan de studenten aan de slag met het optimaliseren van de productielijn. dit kan zich op verschillende fronten uiten en op verschillende manieren. dit kan bijvoorbeeld advies voor productieomgeving zijn. of het ontwerpen van een betere gripper. ook kan er in de besturing optimalisatie worden doorgevoerd. dit is afhankelijk van de gegenereerde data van leeruitkomst. 
- door toepassing van de principes van de tpm-aanpak leren studenten om in een machine gestuurde omgeving problemen te zien en oplossingen te bedenken of toe te passen om de uptime van een machine of productlijn te verbeteren. de student kan op basis van de pijlers van tpm onderbouwd aantonen dat de productielijn profijt heeft van de optimalisatie.",maintenance productielijn optimalisatie real life,0.65,0.834,1,40,2025-12-20
307,Sustainability for society,"Samensmelting van eerdere individuele ideeen op het gebied van energie-, materiaaltransitie met product life cycle.
Binnen de keuzemodule worden er groepen gevormd die een casus krijgen vanuit een opdrachtgever. Binnen de groep krijgt ider lid een eigen rol en wordt gezien als een expert op een bepaald gebied. Voorbeeld; engineer die zich wil specialiseren in hernieuwbare energievormen of een ontwerper die zich wil specialiseren in circulair ontwerpen.",15,['Den Bosch'],101,NLQF6,"1) de student onderzoekt verschillende vormen van optimalisatie en kan deze systemisch toepassen in het ontwerp.

levert op: een gedegen onderzoeksrapport waarbij een stappenplan voor de genoemde optimalisatie onderdeel is. een onderdeel van dit onderzoeksrapport is het gebruik van alternatieve materialen en energie (biodegradeble, circulariteit, crade to cradle, duurzame opwekking).

2) indien 2e jaars: uitgangsproduct = bestaand product wat ze moeten optimaliseren naar massa, stijfheid, etc. een onderdeel van de optimalisatie is het opleveren van een life cycle analysis en total cost of ownership.

levert op: een 3d-model en een prototype waarbij bovenstaande verwerkt is.

3) indien 3e jaars: uitgangsproduct = nieuw te ontwikkelen product waarbij direct moet worden geoptimaliseerd naar massa, stijfheid, etc. een onderdeel van de optimalisatie is het opleveren van een life cycle analysis en total cost of ownership.

levert op: een 3d-model en een functioneel prototype waarbij bovenstaande verwerkt is.",energie materiaaltransitie product life cycle,0.82,0.044,3,33,2025-12-09
308,Verantwoord en duurzaam innoveren met nieuwe technologieen,"Het voorstel is om deze keuze module een “voortuin” te laten zijn van de nieuw te ontwikkelen master “Responsible AI”.

In deze keuzemodule gaan studenten nieuwe technologieën en trends op gebied van DS/AI verkennen, om er vervolgens één uit te kiezen die verder onderzocht wordt en uitgewerkt wordt. Ook leren we de studenten onderzoek te doen naar de potentiële toepasbaarheid, waarbij rekening gehouden moet worden met bijv. ethische aspecten, randvoorwaarden, haalbaarheid, enz.
In de laatste week presenteren studenten de resultaten aan de betrokken bedrijven.",15,['Den Bosch'],101,NLQF6,"1.	de student kan nieuwe technologieën, trends en ontwikkelingen op gebied van ds/ai in kaart brengen en de kansen hiervan toelichten.
2.	de student kan een nieuwe ai-technologie verder uitwerken in een mockup/businessmodel.
3.	de student kan de haalbaarheid van een nieuwe ai-technologie onderbouwen op verscheidene aspecten (financieel, technisch, potentieel, ethisch, risico’s, enz.).",ai innovatie verantwoord businessmodel,0.88,0.65,4,28,2025-12-20
309,Factory of the future,In deze keuzemodule leer je digitale transformatie realiseren binnen bedrijven. De ontwikkelingen rondom ‘smart industry’ of ‘industry 4.0’ gaan ontzettend hard. Je leert van de beste bedrijven wat de nieuwste technologieën zijn en hoe je ze kunt inzetten om organisaties een stap voorwaarts te helpen.,30,['Den Bosch'],101,NLQF6,"je leert meer over (de toepassing van) nieuwe technologiën van experts die voorop lopen in de digitalisering in de maakindustrie. daarnaast onderzoek je wat de visie en ambities zijn van een bedrijf en bepaalt samen wat de beste eerstvolgende stap is in hun digitale transformatie. vervolgens werk je met de sprint-methodiek in 3 fases naar een tastbare demo of proof-of-concept, zodat jij je opdrachtgever kunt overtuigen met een werkende oplossing.",smart industry digitalisering in de maakindustrie,0.51,0.8,1,65,2025-11-25
310,Machines in Motion,"Tijdens deze keuzemodule ontwerp je samen met studenten uit verschillende disciplines een snelle, nauwkeurige en automatische machine. Met een team ga je aan de slag met een opdracht uit het bedrijfsleven. Jullie doorlopen het hele ontwerpproces, van opdrachtomschrijving tot werkend prototype.",30,['Den Bosch'],101,NLQF6,je ontwerpt samen met studenten uit verschillende disciplines een geavanceerde machine die aan de eisen van de klant voldoet en opgeleverd kan worden.,robotisering werkveld ontwerpproces prototype,0.37,0.644,4,20,2025-10-04
311,Continu Verbeteren,"Centraal in deze keuzemodule staan twee intensieve verbeterprojecten bij regionale bedrijven, die ook concrete resultaten opleveren. Je verdiept je in verbetermethodes zoals Lean Manufacturing en Six Sigma en leert tijdens twee praktijkopdrachten in de maak- en foodindustrie in Brabant en Noord-Limburg hoe je deze methodes op een gestructureerde manier toepast. Je sluit de minor af met een internationaal erkend Lean Six Sigma Green Belt-certificaat.",30,['Den Bosch'],101,NLQF6,"je verdiept je in de toepassing van verbetermethodes en past deze toe bij een verbeteropdracht voor een regionaal bedrijf. 
je bent in staat middels verschillende meetmethodes processen en verliezen in kaart te brengen en leert meer op het gebied van group dynamics.
je leert op verschillende manieren verbeteringen bedenken en leert hoe je processen kwalitatief en kwantitatief kunt borgen. ook krijg je de mogenlijkheid je lean six sigma belt te halen.",verbeteropdracht greenbelt bedrijfsleven six sigma,0.45,0.09,4,70,2025-12-20
312,Systems Programming in C++,"In een projectgroep bouw je met behulp van C++ een game engine, die je valideert middels een applicatie. Je onderbouwt de keuze voor jullie eigen projectaanpak en werkt volgens de SOLID principes. Individueel werk je aan vaardigheden die nodig zijn bij het programmeren van systemen. Je bouwt software die bedoeld is voor andere software.",30,['Den Bosch'],101,NLQF6,je  bouwt zelfstandig met behulp van c++ een systeem dat bestaat uit meerdere softwarecomponenten die samenwerken.,projectaanpak programmeren software c solid,0.58,0.364,3,64,2025-09-08
313,Emerging Technologies Playground,"Je werkt in teamverband aan real-life opdrachten van ecthe opdrachtgevers. Je maakt hierbij gebruik van technologieën zoals IoT, smart city, gaming, robotica, VR en AR. Multidisciplinair samenwerken en persoonlijke ontwikkeling staan centraal, waarbij je je expertise combineert  voor het oplossen van problemen van de  opdrachtgevers. Naast het groepswerk werk je 20% van de tijd aan een persoonlijk te kiezen leerdoelen op een technisch of design onderwerp van een andere opleiding. Docenten, teamexpertise en workshops ondersteunen kennisontwikkeling.",30,['Den Bosch'],101,NLQF6,je ontwerpt en realiseert in teamverband een passende technische oplossing voor een maatschappelijk vraagstuk dat waarde creëert voor de belanghebbenden. je richt daarnaast individueel op een onderwerp dat geen onderdeel uitmaakt van het curriculum van jouw opleiding als individueel leerdoel.,multidisciplinair samenwerken persoonlijke ontwikkeling techniek design,0.83,0.058,2,32,2025-10-10
314,Meaningful Data Design,"Je leert in teamverband data te analyseren en inzichtelijk te maken door trends en patronen te identificeren. Je ontwikkelt vaardigheden om deze informatie op een inspirerende en begrijpelijke manier te presenteren (over te brengen) en maakt complexe gegevens toegankelijk, zodat gebruikers zelf verhalen kunnen ontdekken.",30,['Den Bosch'],101,NLQF6,"je voert data-analyses uit en maakt visualisaties om daarmee nieuwe inzichten te geven aan een bedrijf. 
met deze data bouw je voorspelmodellen en daarmee optimaliseer je bijvoorbeeld de instellingen van machines of het productieproces, verbeter je de kwaliteit of kom je tot een voorspelbare planning voor de logistiek en het onderhoud van machines. 
de context is afhankelijk van de domeinkeuze.",presentatievormen ontdekken inzichtelijk maken data,0.86,0.66,5,23,2025-12-22
315,European Project Semester,"Following company project presentations, the first group task entails selecting projects and forming teams. This phase facilitates familiarization with the company, project initiation, including requirement gathering, planning, and team building. Projects primarily emphasize general engineering skills, covering production, quality, design, R&D, environmental aspects, and customer support, with less emphasis on specialized skills like mechanics, electronics, or coding.",30,['Den Bosch'],101,NLQF6,"you will have gained the ability to work in diverse, interdisciplinary teams on real-life projects within an international context. you will have developed a comprehensive skill set encompassing general engineering competencies, project management, accountability for project progress, and effective presentation skills, while also improving their proficiency in the english language.",european reallife project,0.3,0.546,5,20,2025-12-17
316,Business Innovation,"In deze keuzemodule verdiep je je in de organisatorische kanten van innovatie. In de praktijk begint een innovatieproces vaak zonder duidelijk afgebakend probleem of vraagstuk. Dit probleem of vraagstuk moet je eerst zelf onderzoeken en scherp krijgen. Het vraagt om anders denken, creativiteit en weten hoe je inzichten van verschillende partijen kunt combineren.",30,['Den Bosch'],101,NLQF6,samen met een andere student zal je de opgedane kennis uit de workshops toepassen in een innovatieproject in een technische omgeving. hierbij ga je aan de slag om een vernieuwing in gang te zetten en te begeleiden. het leerproces staat hierbij centraal.,innovatie creativiteit,0.63,0.818,3,68,2025-11-22
317,Datagedreven besluitvorming met AI,In deze module leren studenten de basis van dataverwerking en visualisatie. Ze maken met elkaars discipline kennis door de data die ze samen interpreteren. Op basis van een voor hun vakgebied relevante dataset ontdekken studenten wat ze van deze data kunnen leren.,15,['Breda'],101,NLQF6,de student interpreteert eenvoudige data-analyses. ze gebruikt python met numpy en pandas om een data-analyse te maken en weten hoe ze de data duidelijk kunnen representeren. ze stelt aanbevelingen op voor realistische vraagstukken en data uit de praktijk.,data science ai python onderzoek,0.57,0.302,4,59,2025-10-12
318,AI Driven Robotics,"Intro
Nu al hoort men overal dat robots en AI “onze banen” gaan overnemen. ChatGPT, Midjourney en een lijst andere AI tools bieden mogelijkheden voor het snel en aantrekkelijk genereren van content. Robots kunnen veel algoritmische taken van fabriekswerkers overnemen. Maar kunnen robots ook functioneren in een minder vastomlijnde omgeving in samenwerking met mensen? (cobots)

Inhoud
In deze module gaan de studenten een robot bouwen (uit een kit of op basis van een platform) en die Machine Learning (en/of andere AI toepassingen) toepassen om de robot te trainen om moeilijke taken te vervullen.   Op te leveren producten: een robot, de gedocumenteerde avonturen van de robot, het “brein” van de robot en een reflectie op hoe hier zakelijke of commerciële toepassingen voor te bedenken zouden zijn.",15,['Breda'],101,NLQF6,,smart industry smart health,0.44,0.938,1,51,2025-10-11
319,Green Belt,Studenten leren theorie en praktijk van een procesverbetering op Green Belt niveau (als mogelijk volgens erkende richtlijnen). Er wordt een aantoonbare besparing opgeleverd. Aan deze module hangt een Green Belt certificering.,15,['Tilburg'],101,NLQF5,,smart industry smart health,0.38,0.76,4,53,2025-12-10
320,Smart Health,"Intro
Er ligt een gat tussen techneuten en zorgprofessionals. Techneuten missen domeinkennis van de zorg en zorgprofessionals hebben geen goed beeld van de (on)mogelijkheden van technologie. Deze module brengt de twee samen om zorgvraagstukken aan te pakken.

Inhoud
Op basis van een interdisciplinair project gaan studenten van ATIx en AGZ samen aan de slag om de zorg te verbeteren. In het project wordt de kennis uit de opleiding gebruikt om een challenge aan te pakken. Het doel is techneuten te introduceren in de belevingswereld van zorgprofessionals en andersom. Naast het gezamenlijk aanpakken van de challenge zou dat bijvoorbeeld ook in samenwerking met Amphia in het ziekenhuis kunnen plaatsvinden. Technische diepgang wordt geborgd.",15,['Breda'],101,NLQF5,,smart health,0.52,0.96,3,47,2025-09-06
321,Virtual en Augmented Reality,"In deze module leren studenten een doeltreffende VR/AR applicatie te maken, waarbij UX-design, 3D rendering, interaction-design, game design en asset creatie aan bod komen.",15,['Breda'],101,NLQF5,"de student ontwerpt en realiseert een toepassing voor vr/ar voor een realistisch vraagstuk, waarbij de toepassing een serious game, digital twin of procesoptimalisatie is.",virtual reality augmented reality digital twin serious game user experience,0.91,0.304,5,50,2025-10-22
322,Cybersecurity,"Studenten leren aan de hand van pakkende voorbeelden, waarbij ze zelf op de stoel van hackers zitten, over wat de gevaren van het internet zijn en hoe ze zich daartegen kunnen wapenen. Leer over de ethiek en wetgeving erachter, social engineering en de technische aspecten van het hacken.",15,['Breda'],101,NLQF5,"de student adviseert gebruikers over cyberveiligheid, op het gebied van ethiek en wetgeving, social engineering en de technische maatregelen tegen hacken.",hacking digital veiligheid infrastructuur,0.51,0.202,4,27,2025-09-26
323,Advanced computer vision,"Intro
Computer vision maakt het mogelijk voor computers om te zien en te begrijpen wat er in de wereld om hen heen gebeurt. Het wordt gebruikt in een breed scala aan toepassingen, waaronder gezichtsherkenning, objectdetectie en zelfrijdende auto's. Het is een snelgroeiend vakgebied met de potentie om de manier waarop we met de wereld om ons heen omgaan te revolutioneren.

Inhoud
Deze module introduceert de klassieke beeldverwerking (5EC), de AI gebaseerde beeldverwerking (5EC) en een op AI gebaseerde praktijktoepassing (5EC).",15,['Breda'],101,NLQF6,,smart industry,0.64,0.726,5,58,2025-11-03
324,Engineering for non-engineers,"Wat betekent het om fysieke producten te realiseren? Een module om niet-engineers kennis te laten maken met ontwerptechnieken, productiemethoden en -processen. Uiteindelijk is het de bedoeling om zelf wat te creeren.

Steeds vaker wordt technologie ingezet voor het oplossen van maatschappelijke problemen. De studenten die deelnemen aan de keuzemodule moeten zelf een oplossing bedenken voor een bestaand maatschappelijk probleem. Vervolgens gaan zij dit ontwerpen en realiseren. Dit kan een digitaal of fysiek product zijn. De beoordeling kan gebaseerd zijn op het opgeleverde product of op bijvoorbeeld een dossier die de studenten maken op basis van hun ontwikkelingen en bevindingen.  Zo leren de studenten ook om zelf van A tot Z een product te bedenken én te realiseren.  Dit onderwerp past bij meerdere Avans zwaartepunten en combineert productoplossingen met problemen binnen de maatschappij. De lessen kunnen ingericht worden op basis van behoeftes, maar ook om te helpen met het bedenken van concepten tot helpen met het realiseren van producten.",15,['Breda'],101,NLQF5,,smart industry smart health smart energy,0.76,0.662,1,45,2025-12-07
325,Makerspace,In deze module bedenken studenten een oplossing voor een maatschappelijk probleem. Vervolgens gaan zij dit ontwerpen en realiseren. Dat doen ze onder begeleiding van verschillende docenten en instructeurs die ze de engineeringvaardigheden aanleren die ze nodig hebben om tot het resultaat te komen. Dit doen ze in een inspirerende omgeving waar ze alle materialen voorhanden hebben.,15,['Breda'],101,NLQF6,"de student vindt een oplossing voor een groot maatschappelijk probleem uit. daarvoor doet zij engineeringsvaardigheden op, die ze deels zelfstandig ontwikkelt. het product wordt met design thinking ontworpen. de student pitched het product voor een investeerder.",makerspace uitvinden engineering design thinking storytelling,0.54,0.594,5,77,2025-10-29
326,Operationeel procesadvies (1.3 TBK),"Studenten leren om problemen in operationele, primaire bedrijfsprocessen te analyseren. Hierbij worden diverse kwalitatieve en kwantitatieve modellen ingezet.",15,['Tilburg'],101,NLQF5,"de student analyseert een probleem en communiceert naar de afdelingsleider van een organisatie middels een onderbouwde rapportage over de oorzaken van een probleem van operationele, primaire processen waarbij gebruik gemaakt wordt van geschikte kwantitatieve modellen",,0.93,0.448,5,53,2025-10-26
